city,city_display,name,address,state,reg_no,reg_level,reg_year,reg_district,reg_serial,reg_app_no,reg_valid,reg_note,district_flag,source_id
hyderabad,Hyderabad,MYTHRI SRI FERTILITY CENTRE,"4TH FLOOR, SV COMPLEX, MIG 198, ROAD NO 1, KPHB COLONY, KUKATPALLY, HYDERABAD",TELANGANA,TS/AC/2022/12710/L1/MEDCHAL MALKAJGIRI/285,L1,2022,MEDCHAL MALKAJGIRI,285,12710,True,,outside-core-metro?,615
hyderabad,Hyderabad,Shreya Shraddha Fertility and High Risk Pregnancy Clinic,"1-9-1114 to 1117, LGF 1, Shobha Pavani Arcade, O.U. Road, Vidyanagar, 3-13-1/4/c, Srinivasapuram Ramanthapur Hyderabad, Telangana",TELANGANA,TS/AC/2023/14768/L1/MEDCHAL MALKAJGIRI/296,L1,2023,MEDCHAL MALKAJGIRI,296,14768,True,,outside-core-metro?,620
hyderabad,Hyderabad,JAISWAL MULTI SPECIALITY HOSPITAL,"PLOT NO.128/A, KALYAN NAGAR,PHASE-III BUS STOP,MOTI NAGAR,BORABANDA,VIA ERRAGADDA,HYDERABAD",TELANGANA,TS/AC/2022/12825/L2/HYDERABAD/267,L2,2022,HYDERABAD,267,12825,True,,,623
hyderabad,Hyderabad,Department of ART-Unit of Sundari Maternity and General Hospital,"1-8-84, Temple alwal road, Golnaka Alwal, Secunderabad",TELANGANA,TS/AC/2023/14287/L2/HYDERABAD/269,L2,2023,HYDERABAD,269,14287,True,,,625
hyderabad,Hyderabad,HEGDE FERTILITY,"13-6-432/33/A,3RD FLOOR,NETHAJI NAGAR,LUNGERHOUSE,ATTAPUR,HYDERABAD.",TELANGANA,TS/AC/2023/14542/L1/HYDERABAD/273,L1,2023,HYDERABAD,273,14542,True,,,630
hyderabad,Hyderabad,Ekam fertility and women,"2nd floor, Door No. 7-89/3/2, Plot No. 21, Above Vijetha Supermarket, Opposite Rajapushpa Regalia, Gandipet main road, Narsingi, Hyderabad",TELANGANA,TS/AC/2023/14831/L2/RANGA REDDY/280,L2,2023,RANGA REDDY,280,14831,True,,,640
hyderabad,Hyderabad,Continental Hospitals,"Nanakramguda, Gachibowli, Hyderabad",TELANGANA,TS/AC/2023/14795/L2/RANGA REDDY/281,L2,2023,RANGA REDDY,281,14795,True,,,641
hyderabad,Hyderabad,Sunrich hospital,Erragadda,TELANGANA,TS/AC/2022/13722/L2/ HYDERABAD/221,L2,2022,HYDERABAD,221,13722,True,,,652
hyderabad,Hyderabad,Diksha Test Tube Baby Centre,"302,303, 2nd Floor, 6-3-672, Besides Hyderabad central, Panjagutta X Roads",TELANGANA,TS/AC/2022/12714/L2/ HYDERABAD/223,L2,2022,HYDERABAD,223,12714,True,,,655
hyderabad,Hyderabad,Anusri Hospitals,6-1-275/2 Padma Rao Nagar Second,TELANGANA,TS/AC/2022/12831/L2/HYDERABAD/225,L2,2022,HYDERABAD,225,12831,True,,,731
hyderabad,Hyderabad,SREEFERTILITY & GYANE CENTRE PRIVATE LTD,"2nd Floor,Kothari K1 Primo,Above Ratnadeep Super Mkt,Kondapur ""X"" Roads,Hyderabad",TELANGANA,TS/AC/2022/11274/L2/ HYDERABAD/228,L2,2022,HYDERABAD,228,11274,True,,,734
hyderabad,Hyderabad,ISWARYA HEALTH PRIVATE LIMITED,"2nd Floor, 5, Sardar Patel Rd, Paigah Colony, Rasoolpura, Secunderabad, Telangana 500003",TELANGANA,TS/AC/2023/14182/L1/ HYDERABAD/232,L1,2023,HYDERABAD,232,14182,True,,,737
hyderabad,Hyderabad,AVIRA FERTILITY,10-2-348/1 plot no 231/4 MARREDPALLY KONDAREDDY STREET HYDERABAD,TELANGANA,TS/AC/2023/14583/ L1/ HYDERABAD/249,L1,2023,HYDERABAD,249,14583,True,,,743
hyderabad,Hyderabad,FERTY9 FERTILITY CENTER(A UNIT OF STAR FERTILITY PVT. LTD.),"R.R Complex, Phase 1 & 2, KPHB Colony, Kukatpally, Hyderabad",TELANGANA,TS/AC/2023/14492/L2/ MEDCHAL MALKAJGIRI/253,L2,2023,MEDCHAL MALKAJGIRI,253,14492,True,,outside-core-metro?,745
hyderabad,Hyderabad,Apollo Fertility,"Door no. 2-34/2, Gramakautam, plot no.1, plot no 6, kothaguda village Serilingam pally(M), R.R District Hyderabad",TELANGANA,TS/AC/2022/12079/L2/ HYDERABAD/256,L2,2022,HYDERABAD,256,12079,True,,,747
hyderabad,Hyderabad,SURYA FERTILITY CENTRE,"PLOT NO-53, UBI COLONY, ROAD NO-3, BANJARAHILLS",TELANGANA,TS/AC/2022/12042/L2/ HYDERABAD/260,L2,2022,HYDERABAD,260,12042,True,,,749
hyderabad,Hyderabad,SREE FERTILITY & GYNAE CENTRE PRIVATE LTD,"2nd Floor, Legend Venkatesa Estates, Ashok Nagar, Beside Taj Mahal Hotel, Narayanaguda,Hyderabad",TELANGANA,TS/AC/2022/11297/L2/HYDERABAD/265,L2,2022,HYDERABAD,265,11297,True,,,752
hyderabad,Hyderabad,OOGEN IVF & ART WOMEN HEALTH CARE,"Plot No 28/2, P&T COLONY, TRIMALGIRI SECUNDERABAD",TELANGANA,TS/AC/2022/11851/AC/L2/ HYDERABAD/208,L2,2022,HYDERABAD,208,11851,True,,,754
hyderabad,Hyderabad,SAMYUKTHA FERTILITY SOLUTIONS,"plot.no.7/P/GF/FF/ TF,Sy.No.74/8,TRIMURTHI colony.opp.union bank.MAHENDRA HILLS,SECUNDERABAD",TELANGANA,TS/AC/2023/13953/AC/L1/HYDERABAD/216,L1,2023,HYDERABAD,216,13953,True,,,760
hyderabad,Hyderabad,Eva IVF,"#8-2-617/A/1/5, Road no 11, Banjara Hills Hyderabad",TELANGANA,TS/AC/2022/12221/L2/HYDERABAD/120,L2,2022,HYDERABAD,120,12221,True,,,768
hyderabad,Hyderabad,ISWARYA FERTILITY SERVICES PRIVATE LIMITED,"No 15-29, 100, H 18, Rd Number 1, Kukatpally Housing Board Colony, Kukatpally, Hyderabad, Telangana 500072",TELANGANA,TS/AC/2022/12896/L1/ MEDCHAL MALKAJGIRI/126,L1,2022,MEDCHAL MALKAJGIRI,126,12896,True,,outside-core-metro?,772
hyderabad,Hyderabad,HIRA FERTILITY CENTRE,"8-1-351/A/46 ,RAHUL COLONY TOLICHOUKI HYDERABAD",TELANGANA,TS/AC/2022/12366/L2/ HYDERABAD/129,L2,2022,HYDERABAD,129,12366,True,,,774
hyderabad,Hyderabad,Anu Fertility & Contraception Services & Research Inst. Pvt. Ltd,"Plot No: 13, Vasanth Nagar, Adj. to JNTU Metro Station, Kukatpally, Hyderabad",TELANGANA,TS/AC/2022/10320/L1/ MEDCHAL MALKAJGIRI/132,L1,2022,MEDCHAL MALKAJGIRI,132,10320,True,,outside-core-metro?,775
hyderabad,Hyderabad,ZIVA EMBRYOLOGY AND FERTILITY INSTITUTE,"7-2-1735.SY.NO 60/9,CZECH COLONY,SANATHNAGAR,HYDERABAD,TELANGANA",TELANGANA,TS/AC/2022/11241/L2/ HYDERABAD/135,L2,2022,HYDERABAD,135,11241,True,,,776
hyderabad,Hyderabad,MOTHER TO BE FERTILITY CLINIC,"Plot No 68 & 69, Ground floor, Jubliee Heights, Jubliee Enclave, Madhapur, Serilingampally, Hyderabad, Ranga reddy Dist",TELANGANA,TS/AC/2022/10272/L1/ HYDERABAD/136,L1,2022,HYDERABAD,136,10272,True,,,777
hyderabad,Hyderabad,ISWARYA FERTILITY SERVICES PRIVATE LIMITED,"8-2-696, Road No. 12, Syed Nagar, Banjara Hills, Hyderabad, Telangana 500034",TELANGANA,TS/AC/2022/12888/L2/ HYDERABAD/141,L2,2022,HYDERABAD,141,12888,True,,,779
hyderabad,Hyderabad,Origin fertility clinic & research center,"105,Business square,Hitech city,Whitefields",TELANGANA,TS/AC/2022/11999/L2/ HYDERABAD/143,L2,2022,HYDERABAD,143,11999,True,,,781
hyderabad,Hyderabad,Aeva Fertility,"1-10-224/A, Ashoknagar, RTC X Roads, Hyderabad, Telangana.",TELANGANA,TS/AC/2022/11422/L2/HYDERABAD/146,L2,2022,HYDERABAD,146,11422,True,,,783
hyderabad,Hyderabad,Genesis Fertility & Laparascopy Centre,"304,3rd Floor,Above Ratnadeep Supermarket,Sainikpuri 1st Main Road",TELANGANA,TS/AC/2022/12316/L1/HYDERABAD/148,L1,2022,HYDERABAD,148,12316,True,,,784
hyderabad,Hyderabad,ZIVA EMBRYOLOGY AND FERTILITY INSTITUTE,"PLOT NO : 3,NCL ENCLAVE,1ST FLOOR,PETBASHEERABAD,QUTHBULLAPUR,MEDCHAL DISTRICT,HYDERABAD,TELANGANA",TELANGANA,TS/AC/2022/11245/L2/ MEDCHAL MALKAJGIRI/149,L2,2022,MEDCHAL MALKAJGIRI,149,11245,True,,outside-core-metro?,785
hyderabad,Hyderabad,FEHMICARE FERTILITY AND RESEARCH CENTRE,"PLOT NO 37,TAHIRVILLA COLONY,YOUSUFGUDA CHECKPOST,HYDERABAD",TELANGANA,TS/AC/2023/14157/L1/HYDERABAD/154,L1,2023,HYDERABAD,154,14157,True,,,788
hyderabad,Hyderabad,Konark Hospital,"#13 & 14, Pipeline Road Behind Deevan Dhaba Petbasheerabad, Jeedimetla Hyderabad",TELANGANA,TS/AC/2022/13695/L2/ MEDCHAL MALKAJGIRI/165,L2,2022,MEDCHAL MALKAJGIRI,165,13695,True,,outside-core-metro?,795
hyderabad,Hyderabad,SHRESHTA FERTILITY CENTRE,"37-74/1, JJ NAGAR, NEREDMET X ROADS",TELANGANA,TS/AC/2022/12579/L2/ HYDERABAD/167,L2,2022,HYDERABAD,167,12579,True,,,797
hyderabad,Hyderabad,SRIJAN FERTILITY CENTRE,3rd FLOOR NCL SHANKARI OPP RTA OFFICE MEDCHAL ROAD PETBASHEERABAD HYDERABAD,TELANGANA,TS/AC/2022/13501/ MEDCHAL MALKAJGIRI/172,,2022,,172,13501,True,level not encoded in reg no,outside-core-metro?,802
hyderabad,Hyderabad,SWAPNA HEALTH CARE,"6-3-1111/19,NISHATH BAGH,BEGUMPET",TELANGANA,TS/AC/2022/12962/L2/ HYDERABAD/173,L2,2022,HYDERABAD,173,12962,True,,,803
hyderabad,Hyderabad,Kamineni Fertility Centre,"Sy. No.68, Mansoorabad, L.B. Nagar, Hyderabad",TELANGANA,TS/AC/2022/13677/L1/MEDCHAL MALKAJGIRI/177,L1,2022,MEDCHAL MALKAJGIRI,177,13677,True,,outside-core-metro?,811
hyderabad,Hyderabad,"PRANA FERTILITY CENTRE ,A UNIT OF JJ HOSPITAL","JJ HOSPITAL ,PLOT NO 57 ,KALYAN NAGAR ,HYDERABAD",TELANGANA,TS/AC/2022/12993/L1/HYDERABAD/179,L1,2022,HYDERABAD,179,12993,True,,,814
hyderabad,Hyderabad,ART clinc,"Plot no 37, sn colony, Mahendrahills,east maredpally,Secunderabad,Telangana,India",TELANGANA,TS/AC/2022/12268/AC/L2/HYDERABAD/180,L2,2022,HYDERABAD,180,12268,True,,,815
hyderabad,Hyderabad,SUREKHA HOSPITAL,"H NO: 3-66/1, PLOT NO: 4, BEHIND BIG BAZAAR, KOMPALLY",TELANGANA,TS/AC/2022/13559/AC/ L1/HYDERABAD/184,L1,2022,HYDERABAD,184,13559,True,,,821
hyderabad,Hyderabad,SECUNDERABAD WOMENS CLINIC AND INFERTILITY CENTER,"1-8-32/62 & 62/1, MINISTER ROAD, SECUNDERABAD",TELANGANA,TS/AC/2022/12827/ AC/L2/HYDERABAD/186,L2,2022,HYDERABAD,186,12827,True,,,823
hyderabad,Hyderabad,Plan B Fertility (A Unit of Suchita Healthcare and Research Pvt Ltd),"4th Floor, Plot No. 476-C, Raghavendra Colony, Kondapur, Serilingampally, Ranga Reddy District",TELANGANA,TS/AC/2022/13657/AC/L2/HYDERABAD//190,L2,2022,HYDERABAD,190,13657,True,,,826
hyderabad,Hyderabad,MEDICOVER HEALTHCARE PVT LTD,"D No 8-1, 5/7, LGF, JANAK PLAZA, SECUNDERABAD",TELANGANA,TS/AC/2022/10363/AC/L1/HYDERABAD/194,L1,2022,HYDERABAD,194,10363,True,,,829
hyderabad,Hyderabad,Pratibha maternity and ent hospital,136 sardar Patel Colony Trimulgherry Secunderabad telangana,TELANGANA,TS/AC/2023/13965/AC/L1/HYDERABAD/198,L1,2023,HYDERABAD,198,13965,True,,,832
hyderabad,Hyderabad,M/s.SADGURU HEALTHCARE SERVICES PVT LTD (OASIS FERTILITY),"8-1-299/103&104/AA/4F-1,APARNA ASTUTE,BAJAJ ELECTRONIC OPP:JAGUAR SHOWROOM,TOLICHOWKI,SHAIKPET,HYDERABAD.",TELANGANA,TS/AC/2022/13795/AC/L2/HYDERABAD/199,L2,2022,HYDERABAD,199,13795,True,,,833
hyderabad,Hyderabad,Hyderabad Fertility & Research Centre,"3-5-170/GS , Narayanguda , HYDERABAD",TELANGANA,TS/AC/2022/12793/AC/L2/HYDERABAD/202,L2,2022,HYDERABAD,202,12793,True,,,835
hyderabad,Hyderabad,Aanvi Fertility and Womens Centre,Shop No 1075 15 1 to 5 Tilak Nagar X Roads Shivam Road Hyderabad,TELANGANA,TS/AC/2022/13288/AC/L1/ MEDCHAL MALKAJGIRI/205,L1,2022,MEDCHAL MALKAJGIRI,205,13288,True,,outside-core-metro?,841
hyderabad,Hyderabad,Aanvi Fertility and Womens Centre,Shop No 1075 15 1 to 5 Tilak Nagar X Roads Shivam Road Hyderabad,TELANGANA,TS/AC/2022/13287/AC/L2/ MEDCHAL MALKAJGIRI/206,L2,2022,MEDCHAL MALKAJGIRI,206,13287,True,,outside-core-metro?,842
hyderabad,Hyderabad,Dr. Smitha Fertility Centre,11-13-729/3 pillar no 1634 Opp Reliance Trendz Green hills colony main road Kothapet Saroornagar Mandal HYDERABAD,TELANGANA,TS/AC/2023/14488/L1/RANGA REDDY/276,L1,2023,RANGA REDDY,276,14488,True,,,843
hyderabad,Hyderabad,Ferty9 Fertility Center(A Unit of Star Fertility Pvt. Ltd.),"H.No. 8-2-686/8/B/55/1, 1st Floor, Road No. 12, Banjara Hills, Hyderabad.",TELANGANA,TS/AC/2024/15590/L2/HYDERABAD/348,L2,2024,HYDERABAD,348,15590,True,,,1418
hyderabad,Hyderabad,MATRUTVA maternity and general hospital,"H.no 36-136/28/1, Sri ABR plaza, , near Nirmal nagar x road, defence colony, sainikpuri",TELANGANA,TS/AC/2024/15605/L1/HYDERABAD/358,L1,2024,HYDERABAD,358,15605,True,,,1421
hyderabad,Hyderabad,KIDS CLINIC INDIA LIMITED CLOUDNINE HOSPITAL,"No. 4-116, Survey No. 160/P, Dhoolapally Kompally Junction, Kompally, Medchal Malkajgiri District, Hyderabad, Telangana - 500014",TELANGANA,TS/AC/2024/15644/L2/MEDCHAL-MALKAJGIRI/354,L2,2024,MEDCHAL-MALKAJGIRI,354,15644,True,,outside-core-metro?,1428
hyderabad,Hyderabad,IN-VITRO FERTILITY CENTER GANDHI HOSPITAL,"MUSHEERABAD, SECUNDERABAD",TELANGANA,TS/AC/2023/15012/L2/HYDERABAD/347,L2,2023,HYDERABAD,347,15012,True,,,1518
hyderabad,Hyderabad,MGMH,Petlaburz,TELANGANA,TS/AC/2024/15969/L2/HYDERABAD/359,L2,2024,HYDERABAD,359,15969,True,,,1519
hyderabad,Hyderabad,Nova IVF Fertility ( A Unit of Rhea Healthcare Private Limited),"Kalluris P.No. 6-3-251/6A, Beside GVK One, Road No.1 Banjara Hills Balapur Hyderabad-500082",TELANGANA,TS/AC/2024/15456/L2/HYDERABAD/372,L2,2024,HYDERABAD,372,15456,True,,,1897
hyderabad,Hyderabad,KASTURI HOSPITAL & IVF CENTRE,"10-3-167/A , ST JOHNS ROAD, SECUNDERABAD",TELANGANA,TS/AC/2024/15653/L2/HYDERABAD/364,L2,2024,HYDERABAD,364,15653,True,,,1898
hyderabad,Hyderabad,The Boon IVF and fertility center,"2nd & 3rd floor, Renuka glory, Nagole X roads, Hyderabad",TELANGANA,TS/AC/2024/15657/L1/MEDCHAL-MALKAJGIRI/362,L1,2024,MEDCHAL-MALKAJGIRI,362,15657,True,,outside-core-metro?,1909
hyderabad,Hyderabad,ERAYA FERTILITY PRIVATE LIMITED,"3rd floor, Babulnath heights, Road no 4,Film nagar, bank of india building, jubliee hills",TELANGANA,TS/AC/2024/15939/L2/HYDERABAD/360,L2,2024,HYDERABAD,360,15939,True,,,2059
hyderabad,Hyderabad,Anusha Women & Fertility Center,"1st Floor, Sree Padmavathi Arcade, H.No 2-3-212/71/NR, Uppal Main Rd, Shanti Nagar, Hyderabad, Telangana 500039",TELANGANA,TS/AC/2022/12677/L1/MEDCHAL MALKAJGIRI /375,L1,2022,MEDCHAL MALKAJGIRI,375,12677,True,,outside-core-metro?,2246
hyderabad,Hyderabad,Nova IVF Fertility ( A Unit of Rhea Healthcare Pvt Ltd),"Sy.No. 698/P,670, & 671, 3rd Floor, KKR Commercial Building, Y Junction Kukatpally, Medchal - Malkajgiri, Hyderabad 500072",TELANGANA,TS/AC/2024/15652/L2/MEDCHAL MALKAJGIRI/379,L2,2024,MEDCHAL MALKAJGIRI,379,15652,True,,outside-core-metro?,2250
hyderabad,Hyderabad,sri sai ram fertility & women health care,"13-7-80/B, madhurapuri colony, konark theatre lane, dilsukhnager, hyderabad",TELANGANA,TS/AC/2024/15990/L2/RANGAREDDY/406,L2,2024,RANGAREDDY,406,15990,True,,outside-core-metro?,2746
hyderabad,Hyderabad,CONCEIVA FERTILITY ( A UNIT OF SILVERSTORK FERTILITY PRIVATE LIMITED),"3rd floor, Plot No-60 & 61, SNO-191 PRASAD ENCLAVE, Camelot Layout, Kondapur Village, Serlingampally, RR District, Hyderabad, Telangana-500084",TELANGANA,TS/AC/2025/16461/L2/HYDERABAD/385,L2,2025,HYDERABAD,385,16461,True,,,2748
hyderabad,Hyderabad,Apollo Fertility Centre - Best IVF Center in Kompally,"3rd Floor, C Block, Medchal Rd, opp. RTA office, Petbasheerabad, Bashirabad, Jeedimetla, Sankari, Hyderabad, Telangana 500055",TELANGANA,TS/AC/2025/16588/L2/MEDCHAL-MALKAJGIRI/393,L2,2025,MEDCHAL-MALKAJGIRI,393,16588,True,,outside-core-metro?,2751
hyderabad,Hyderabad,HEGDE FERTILITY- (A UNIT OF HEGDE HEALTHCARE PVT LTD),"H.No. 5-4-187/2/1, /2, /3, /4, /5 & /6, 3rd Floor, Ranigunj, MG Road, Secunderabad, Hyderabad-500003",TELANGANA,TS/AC/2025/16939/L1/HYDERABAD/404,L1,2025,HYDERABAD,404,16939,True,,,2757
hyderabad,Hyderabad,KIMS Fertility IVF centre A unit of Sarvejana Healthcare Pvt Ltd,8-2-12/86/9a/1&12 4th floor Banjara Hills Hyderabad 500034,TELANGANA,TS/AC/2025/17244/L2/HYDERABAD/399,L2,2025,HYDERABAD,399,17244,True,,,2761
hyderabad,Hyderabad,Mitra Fertility & Beyond,"3rd Floor, PNP Towers, MyScape Road, Financial District, Puppalaguda, Hyderabad",TELANGANA,TS/AC/2025/17273/L2/RANGAREDDY/412,L2,2025,RANGAREDDY,412,17273,True,,outside-core-metro?,2765
hyderabad,Hyderabad,Dr. Smitha Fertility Centre,"11-13-729/3, Pillar No 1634 Opp Reliance Trendz Green-hills colony Main road Kothapet, Saroornagar Mandal , Hyderabad",TELANGANA,TS/AC/2025/16697/L2/RANGAREDDY/424,L2,2025,RANGAREDDY,424,16697,True,,outside-core-metro?,3551
hyderabad,Hyderabad,KIDS CLINIC INDIA LIMITED CLOUDNINE HOSPITAL,"NO.8-2-277/A/1, ROAD NO.2 BANJARA HILLS, HYDERABAD, TELANGANA 500034",TELANGANA,TS/AC/2025/16838/L2/HYDERABAD/437,L2,2025,HYDERABAD,437,16838,True,,,3552
hyderabad,Hyderabad,"Apollo Fertility Center, Banjarahills","Plot No. 53, Banjara Hills Rd Number 3, behind Masjid, opposite to MJ College, UBI Colony, Andhra Pradesh Real Estate, Green Valley, Banjara Hills, Hyderabad, Telangana 500034",TELANGANA,TS/AC/2025/16949/L2/HYDERABAD/429,L2,2025,HYDERABAD,429,16949,True,,,3742
hyderabad,Hyderabad,AYAANSH FERTILITY BANJARA HILLS,"No 8-2-120/115/C, Ground Floor, Sudha Enclave, besides Ebony Boutique Hotel, Road No 2, Banjara Hills, Hyderabad 500033.No 8-2-120/115/C, Ground Floor, Sudha Enclave, besides Ebony Boutique Hotel, Road No 2, Banjara Hills, Hyderabad 500033.",TELANGANA,TS/AC/2025/17138/L2/HYDERABAD/431,L2,2025,HYDERABAD,431,17138,True,,,3743
hyderabad,Hyderabad,INDIRA IVF CLINIC (A UNIT OF INDIRA IVF HOSPITAL LTD.),"1st Floor, Plot no. 2, Survey No. 401 - 404, New Srinagar, Kapra, Hyderabad, Telangana - 500062",TELANGANA,TS/AC/2025/16433/L1/MEDCHAL- MALKAJGIRI/448,L1,2025,MEDCHAL- MALKAJGIRI,448,16433,True,,outside-core-metro?,3746
hyderabad,Hyderabad,SUYOSHA FERTILITY CLINIC,"8-10/VL0/79/P, 80/2/2, RAIDURG,PAN MATKHA, GAGHIBONLY, RANGA REDDY, HYDERABAD,TELANGANA, PIN: 500032,",TELANGANA,TS/AC/2025/17246/L1/RANGAREDDY/442,L1,2025,RANGAREDDY,442,17246,True,,outside-core-metro?,3748
hyderabad,Hyderabad,INDIRA IVF CLINIC (A UNIT OF INDIRA IVF HOSPITAL LTD.),"2nd Floor, Door Number No.19-4-7/B/15, Chandrayangutta X Road, Falaknuma, Hyderabad, Pin-500005",TELANGANA,TS/AC/2025/16696/L1/RANGAREDDY/446,L1,2025,RANGAREDDY,446,16696,True,,outside-core-metro?,3751
hyderabad,Hyderabad,Chennai Fertility Center and Research Institute,"2nd Floor, The Square, Durgam Cheruvu Rd, D Block, Kavuri Hills, Madhapur",TELANGANA,TS/AC/2025/16592/L2/HYDERABAD/422,L2,2025,HYDERABAD,422,16592,True,,,3753
hyderabad,Hyderabad,Horizon Cancer Care,Plot no 723 Axis Bank Lane Naveen Nagar Road No 1 Banjara hills Hyderabad Telangana 500034,TELANGANA,TS/AC/2025/17431/L1/HYDERABAD/453,L1,2025,HYDERABAD,453,17431,True,,,3761
hyderabad,Hyderabad,ANKURA CLINICS A UNIT OF ANKURA MEDICAL AND RESEARCH CENTRE PVT LTD,"D.No. 12-2-709/A/293 & 294/4F, 4th floor, Pillar No.66, Gudi Malkapur (Village), Asif Nagar (Mandal)",TELANGANA,TS/AC/2025/17545/L1/HYDERABAD/455,L1,2025,HYDERABAD,455,17545,True,,,3762
hyderabad,Hyderabad,Oval Fertility,"2nd Floor, Sattva Signature Towers, Banjara Hills,",TELANGANA,TS/AC/2026/17603/L2/HYDERABAD/452,L2,2026,HYDERABAD,452,17603,True,,,3764
